Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
uv-protection-round-sunglasses-free-size,UV Protection Round Sunglasses (Free Size),"UV Protection Round Sunglasses (Free Size)<br><a href=""https://www.flipkart.com/hashtag-eyewear-round-sunglasses/p/itm0109cf7542410?pid=SGLHEJZXHZYZGGMD&amp;lid=LSTSGLHEJZXHZYZGGMDXYUADK&amp;marketplace=FLIPKART&amp;q=sunglasses+for+men&amp;store=26x&amp;srno=s_1_5&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=d0104f7d-2121-4387-8142-4248f590c396.SGLHEJZXHZYZGGMD.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=kj9fiy2quo0000001758267080298&amp;qH=6b2fc78527489988"">View on Flipkart</a>",Hashtag eyewear,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,Sunglasses,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2898.00,2999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/m-hazen-2503-c4-hashtag-eyewear-original-imahdafhyngfdnra.jpg?v=1758269412,1,"",false,,,,kg,,,active
polarized-uv-protection-retro-square-sunglasses-free,"Polarized, UV Protection Retro Square Sunglasses (Free ...","Polarized, UV Protection Retro Square Sunglasses (Free ...<br><a href=""https://www.flipkart.com/sam-marshall-retro-square-sunglasses/p/itm6b9292a0323a8?pid=SGLHE5DHYGQCSJPZ&amp;lid=LSTSGLHE5DHYGQCSJPZU7YKRP&amp;marketplace=FLIPKART&amp;q=sunglasses+for+men&amp;store=26x&amp;srno=s_1_4&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=d0104f7d-2121-4387-8142-4248f590c396.SGLHE5DHYGQCSJPZ.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=kj9fiy2quo0000001758267080298&amp;qH=6b2fc78527489988"">View on Flipkart</a>",SAM AND MARSHALL,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,Sunglasses,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2251.00,4000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/free-size-jason-black-20000-sam-and-marshall-original-imahe5dhykrw9mp4.jpg?v=1758269411,1,"",false,,,,kg,,,active
uv-protection-wayfarer-sunglasses-56,UV Protection Wayfarer Sunglasses (56),"UV Protection Wayfarer Sunglasses (56)<br><a href=""https://www.flipkart.com/ray-ban-wayfarer-sunglasses/p/itmf3yhfqg4dxj95?pid=SGLEWHYGQY8AZ6HT&amp;lid=LSTSGLEWHYGQY8AZ6HTGLA2OK&amp;marketplace=FLIPKART&amp;q=sunglasses+for+men&amp;store=26x&amp;srno=s_1_3&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=d0104f7d-2121-4387-8142-4248f590c396.SGLEWHYGQY8AZ6HT.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=kj9fiy2quo0000001758267080298&amp;qH=6b2fc78527489988"">View on Flipkart</a>",Ray-Ban,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,Sunglasses,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4259.00,6090.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahfw2tshwwb3sz.jpg?v=1758269409,1,"",false,,,,kg,,,active
uv-protection-retro-square-sunglasses-55,UV Protection Retro Square Sunglasses (55),"UV Protection Retro Square Sunglasses (55)<br><a href=""https://www.flipkart.com/john-jacobs-retro-square-sunglasses/p/itmd2cd393a3bd57?pid=SGLFXCEGG9QJR8CH&amp;lid=LSTSGLFXCEGG9QJR8CHZFZ2ND&amp;marketplace=FLIPKART&amp;q=sunglasses+for+men&amp;store=26x&amp;srno=s_1_2&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_us8_gmtO2fntMiw61i6gESsIcQiQK3du651H_RlsR2O82-RzSMVaL74FSlPUcaMDADSer8bW8r8KhMFAJBNS1PUFjCTyOHoHZs-Z5_PS_w0%3D&amp;ppt=None&amp;ppn=None&amp;ssid=kj9fiy2quo0000001758267080298&amp;qH=6b2fc78527489988"">View on Flipkart</a>",john jacobs,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,Sunglasses,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2000.00,6000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/55-136612-john-jacobs-original-imah4twvv4hefyv6.jpg?v=1758269408,1,"",false,,,,kg,,,active
uv-protection-retro-square-sunglasses-58,UV Protection Retro Square Sunglasses (58),"UV Protection Retro Square Sunglasses (58)<br><a href=""https://www.flipkart.com/john-jacobs-retro-square-sunglasses/p/itmce75928151035?pid=SGLFXCEGHS5QJFJH&amp;lid=LSTSGLFXCEGHS5QJFJHMBYYUD&amp;marketplace=FLIPKART&amp;q=sunglasses+for+men&amp;store=26x&amp;srno=s_1_1&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_us8_gmtO2fntMiw61i6gESsIcQiQK3du651H_RlsR2PCCC6TU35QEoLQnbdxNKLxTGEkgoLcEQABVIrmhuMweQ%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=kj9fiy2quo0000001758267080298&amp;qH=6b2fc78527489988"">View on Flipkart</a>",john jacobs,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,Sunglasses,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4000.00,6000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahfksdzgffvsgx.jpg?v=1758269406,1,"",false,,,,kg,,,active
men-casual-black-genuine-leather-rfid-wallet-regular,Men Casual Black Genuine Leather RFID  Wallet - Regular...,"Men Casual Black Genuine Leather RFID  Wallet - Regular...<br><a href=""https://www.flipkart.com/hidesign-men-casual-black-genuine-leather-wallet/p/itma5382557035b5?pid=WCWG2TY2QHD8WZG4&amp;lid=LSTWCWG2TY2QHD8WZG4NK9BXO&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_40&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWG2TY2QHD8WZG4.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",HIDESIGN,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2595.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/030-rf-1-120-030-rf-2-wallet-hidesign-95-original-imah2v5uzd22nzkz.jpg?v=1758268282,1,"",false,,,,kg,,,active
men-women-formal-brown-genuine-leather-rfid-wallet,Men & Women Formal Brown Genuine Leather RFID  Wallet,"Men &amp; Women Formal Brown Genuine Leather RFID  Wallet<br><a href=""https://www.flipkart.com/hammonds-flycatcher-men-women-formal-brown-genuine-leather-wallet/p/itmc9921cf50b265?pid=WCWGNPQHF88T8ZUJ&amp;lid=LSTWCWGNPQHF88T8ZUJ2FK7SP&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_38&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD9N4dFE0kljr0f7dl5wfHI7YsoAdLNu1qxu_l9ax7VePQ%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Hammonds Flycatcher,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2265.00,2999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/leather-giftset-combo-1-11-hf577-5003-brn-6-wallet-hammonds-original-imahc8zt7axfbnku.jpg?v=1758268280,1,"",false,,,,kg,,,active
men-evening-party-formal-travel-brown-genuine-leather,"Men Evening/Party, Formal, Travel Brown Genuine Leather...","Men Evening/Party, Formal, Travel Brown Genuine Leather...<br><a href=""https://www.flipkart.com/kingsman-newyork-men-evening-party-formal-travel-brown-genuine-leather-wallet/p/itm1134fea5508a3?pid=WCWGRKQBKXUDF7XY&amp;lid=LSTWCWGRKQBKXUDF7XY6BEBPT&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_37&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD8Z-YbffsBizLQu6ypdbnWqrNjLHEosPpFv9YIC45uBtg%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",THE KINGSMAN NEWYORK,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2030.00,6999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/wild-hunter-luxury-collection-1-4-5-kmwl-2304-8-wallet-the-original-imagrkqahgfmkfng.jpg?v=1758268280,1,"",false,,,,kg,,,active
men-formal-black-genuine-leather-wallet,Men Formal Black Genuine Leather Wallet,"Men Formal Black Genuine Leather Wallet<br><a href=""https://www.flipkart.com/louis-philippe-men-formal-black-genuine-leather-wallet/p/itmd51e0a2f7b546?pid=WCWHCCYFZYNTND6X&amp;lid=LSTWCWHCCYFZYNTND6XESNORC&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_36&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWHCCYFZYNTND6X.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",LOUIS PHILIPPE,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2359.00,3999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/na-1-13-5-lpwass40145-1-wallet-louis-philippe-17-original-imahccyfcbhsakm7.jpg?v=1758268278,1,"",false,,,,kg,,,active
men-casual-tan-genuine-leather-wallet-mini,Men Casual Tan Genuine Leather Wallet - Mini,"Men Casual Tan Genuine Leather Wallet - Mini<br><a href=""https://www.flipkart.com/hidesign-men-casual-tan-genuine-leather-wallet/p/itm2a3ff4df57874?pid=WCWG8TUMKYG5AKFV&amp;lid=LSTWCWG8TUMKYG5AKFV31HDN3&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_34&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWG8TUMKYG5AKFV.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",HIDESIGN,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2695.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/ee-myw-02a-rf-cafe-tan-11-1-15057956-6-wallet-hidesign-9-original-imag8tumvkztuewx.jpg?v=1758268277,1,"",false,,,,kg,,,active
men-casual-black-genuine-leather-card-holder,Men Casual Black Genuine Leather Card Holder,"Men Casual Black Genuine Leather Card Holder<br><a href=""https://www.flipkart.com/ducati-corse-men-casual-black-genuine-leather-card-holder/p/itm1b6910b875892?pid=WCWGPC52FX8WVBZ4&amp;lid=LSTWCWGPC52FX8WVBZ4QQEWBB&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_33&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWGPC52FX8WVBZ4.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",DUCATI CORSE,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2659.00,3799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/dtlgd2200701-1-10-dtlgd2200701-1-card-holder-ducati-corse-9-original-imagpc527hq8ynut.jpg?v=1758268276,1,"",false,,,,kg,,,active
men-women-trendy-brown-genuine-leather-rfid-wallet,Men & Women Trendy Brown Genuine Leather RFID  Wallet,"Men &amp; Women Trendy Brown Genuine Leather RFID  Wallet<br><a href=""https://www.flipkart.com/tag8-men-women-trendy-brown-genuine-leather-wallet/p/itmfec8962400dd3?pid=WCWHD3N7ZFQHVQSR&amp;lid=LSTWCWHD3N7ZFQHVQSRY6PDXL&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_31&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD_wGmoexNmEXbl6UNKPc_PJFU0JI6M9c4OHGgyinRhgcw%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Tag8,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2412.00,4999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/dolphin-smart-wallet-for-men-and-women-1-1-5-smart-wallet-rich-original-imahf6bxbhhzcryf.jpg?v=1758268275,1,"",false,,,,kg,,,active
men-brown-genuine-leather-wallet,Men Brown Genuine Leather Wallet,"Men Brown Genuine Leather Wallet<br><a href=""https://www.flipkart.com/montblanc-men-brown-genuine-leather-wallet/p/itm422949d44ff08?pid=WCWH8AN728MF9T5E&amp;lid=LSTWCWH8AN728MF9T5EL5VNFY&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_29&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWH8AN728MF9T5E.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Montblanc,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,13767.00,39900.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/meisterst-ck-wallet-6cc-1-11-54-meisterst-ck-wallet-6cc-6-wallet-original-imah8fqhmhz5ygxv.jpg?v=1758268273,1,"",false,,,,kg,,,active
men-women-trendy-tan-genuine-leather-rfid-wallet-m,Men & Women Trendy Tan Genuine Leather RFID  Wallet - M...,"Men &amp; Women Trendy Tan Genuine Leather RFID  Wallet - M...<br><a href=""https://www.flipkart.com/tag8-men-women-trendy-tan-genuine-leather-wallet/p/itm5a6ab1fe4e862?pid=WCWFZEQZAEQMMGXT&amp;lid=LSTWCWFZEQZAEQMMGXT5VB6E6&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_28&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD9ZiGnFGZykZkzer51BZCcYUWxGsEh2jcDtGpTbovINBA%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Tag8,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2877.00,4999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/smart-wallet-tracker-dolphin-rfid-leather-tan-1-1-5-smart-wallet-original-imahfzyrgfnpj28p.jpg?v=1758268272,1,"",false,,,,kg,,,active
men-women-trendy-tan-genuine-leather-rfid-wallet,Men & Women Trendy Tan Genuine Leather RFID  Wallet,"Men &amp; Women Trendy Tan Genuine Leather RFID  Wallet<br><a href=""https://www.flipkart.com/tag8-men-women-trendy-tan-genuine-leather-wallet/p/itm2c5489bfbe88c?pid=WCWHD3NY7EZFYZMS&amp;lid=LSTWCWHD3NY7EZFYZMSZQVOXY&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_27&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD899IsaUOzmC8IS49bgscyOFMA1z681XUzwl7cyKltlPQ%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Tag8,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2680.00,4999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/dolphin-smart-wallet-for-men-and-women-1-1-5-smart-wallet-original-imahfcr7tntzyhdu.jpg?v=1758268271,1,"",false,,,,kg,,,active
men-blue-genuine-leather-wallet-regular-size,Men Blue Genuine Leather Wallet - Regular Size,"Men Blue Genuine Leather Wallet - Regular Size<br><a href=""https://www.flipkart.com/tommy-hilfiger-men-blue-genuine-leather-wallet/p/itm516c6ee0d7791?pid=WCWFTZHBSKBVP86Z&amp;lid=LSTWCWFTZHBSKBVP86ZFXV0VS&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_26&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWFTZHBSKBVP86Z.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",TOMMY HILFIGER,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/men-two-fold-leather-wallet-11903676-wallet-tommy-hilfiger-original-imafuyswqvagq4qr.jpg?v=1758268270,1,"",false,,,,kg,,,active
men-grey-genuine-leather-wallet,Men Grey Genuine Leather Wallet,"Men Grey Genuine Leather Wallet<br><a href=""https://www.flipkart.com/allen-solly-men-grey-genuine-leather-wallet/p/itm87009ab0b3e2a?pid=WCWHC6BY54DPXZK4&amp;lid=LSTWCWHC6BY54DPXZK4WNGTKK&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_25&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWHC6BY54DPXZK4.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Allen Solly,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/abstract-two-fold-wallet-1-9-29916644-2-wallet-allen-solly-11-original-imahc6byyz32cjdt.jpg?v=1758268269,1,"",false,,,,kg,,,active
men-formal-black-fabric-rfid-wallet,Men Formal Black Fabric RFID  Wallet,"Men Formal Black Fabric RFID  Wallet<br><a href=""https://www.flipkart.com/scarters-men-formal-black-fabric-wallet/p/itm9d387f939df97?pid=WCWGYBZKAQKTQJTM&amp;lid=LSTWCWGYBZKAQKTQJTM1QE833&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_24&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWGYBZKAQKTQJTM.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Scarters,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3998.00,4699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/abundance-infinite-wallet-rfid-protected-6-card-slots-2-hidden-original-imagybzksyxkgzhf.jpg?v=1758268268,1,"",false,,,,kg,,,active
men-formal-blue-fabric-rfid-wallet,Men Formal Blue Fabric RFID  Wallet,"Men Formal Blue Fabric RFID  Wallet<br><a href=""https://www.flipkart.com/scarters-men-formal-blue-fabric-wallet/p/itm9d387f939df97?pid=WCWGYBZKZWZDRZEE&amp;lid=LSTWCWGYBZKZWZDRZEEVO35OX&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_23&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWGYBZKZWZDRZEE.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Scarters,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3998.00,4699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/abundance-infinite-wallet-rfid-protected-6-card-slots-2-hidden-original-imagybzk3zuwnhqq.jpg?v=1758268267,1,"",false,,,,kg,,,active
men-women-trendy-brown-genuine-leather-rfid-card-hol,Men & Women Trendy Brown Genuine Leather RFID  Card Hol...,"Men &amp; Women Trendy Brown Genuine Leather RFID  Card Hol...<br><a href=""https://www.flipkart.com/tag8-men-women-trendy-brown-genuine-leather-card-holder/p/itm1cf63af3973a1?pid=WCWGB5XHQVDBQYRZ&amp;lid=LSTWCWGB5XHQVDBQYRZLURC9V&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_22&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD-q0iwutXG9JnYFATDbFMmaPxFcLgI9KUYsivcHf3pesg%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Tag8,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2248.00,2999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/genuine-leather-dolphin-smart-card-holder-anti-theft-rfid-smart-original-imaheqryrmu9utgf.jpg?v=1758268266,1,"",false,,,,kg,,,active
men-women-trendy-black-genuine-leather-rfid-wallet,Men & Women Trendy Black Genuine Leather RFID  Wallet,"Men &amp; Women Trendy Black Genuine Leather RFID  Wallet<br><a href=""https://www.flipkart.com/tag8-men-women-trendy-black-genuine-leather-wallet/p/itm93688068d94d0?pid=WCWHD3N7ZKHCMAMT&amp;lid=LSTWCWHD3N7ZKHCMAMTFFDXFA&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_21&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=en_jWDj70fjBHapwoubT5KIThbvQ6be_r0Z6S8wmANKJD_RFwpBVjK4Y9kK4Qz29J-WWfD6zTpMQdfiqVl6JkteZg%3D%3D&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",Tag8,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2412.00,4999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/dolphin-smart-wallet-for-men-and-women-1-1-5-smart-wallet-original-imahf8e2p5hwptnf.jpg?v=1758268265,1,"",false,,,,kg,,,active
men-casual-black-genuine-leather-wallet,Men Casual Black Genuine Leather Wallet,"Men Casual Black Genuine Leather Wallet<br><a href=""https://www.flipkart.com/john-pride-men-casual-black-genuine-leather-wallet/p/itm4b7b217348bc5?pid=WCWH92APGU9CJ7FW&amp;lid=LSTWCWH92APGU9CJ7FW8BOPHF&amp;marketplace=FLIPKART&amp;q=wallets+for+men&amp;store=reh%2Fcca%2Fh76&amp;srno=s_1_20&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=8994ccf1-1bab-4005-b5ba-f2911a3619a9.WCWH92APGU9CJ7FW.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=q8hcp01dgw0000001758266938989&amp;qH=3b86726762ff213d"">View on Flipkart</a>",JOHN PRIDE,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,Wallets,true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2240.00,2799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/men-leather-wallet-1-12-jpwl1107-8-wallet-john-pride-9-original-imah92ap5nhzuczg.jpg?v=1758268264,1,"",false,,,,kg,,,active
